Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
29,Chandigarh,Working professional,No,Male,Post graduation,IXC,Android,Chandigarh,Northern,558,12,30.736292,76.788398,240,75,130,20,450,210,315,150,"1,125",820,305,660
50,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,54,3,28.651952,77.231495,45,75,3,0,80,54,120,3,257,128,129,134
22,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,297,33,22.562627,88.363044,183,74,879,203,"1,232",297,257,"1,082","2,868","2,294",574,"1,529"
24,Surat,Student,No,Male,Graduation,STV,Android,Gujarat,Western,386,20,21.195944,72.830232,236,73,264,48,525,194,309,312,"1,340","1,025",315,719
57,Ahmedabad,Working professional,No,Male,Post graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,39,73,0,0,278,127,112,0,517,317,200,405
28,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,297,0,12.977063,77.587106,180,72,900,300,60,12,252,"1,200","1,524","1,140",384,72
21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,"8,195",206,28.651952,77.231495,200,72,800,153,304,230,272,953,"1,759","1,304",455,534
21,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,345,33,23.025793,72.587265,450,72,"1,260",135,"2,440",364,522,"1,395","4,721","4,150",571,"2,804"
32,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,425,20,18.987807,72.836447,33,71,233,55,421,65,104,288,878,687,191,486
51,Delhi,Sabbatical,No,Female,Graduation,DEL,iOs,Delhi,Northern,10,0,28.651952,77.231495,252,71,0,0,508,157,323,0,988,760,228,665
22,Chandigarh,Working professional,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,756,51,30.736292,76.788398,136,70,962,618,545,212,206,"1,580","2,543","1,643",900,757
27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,432,70,28.651952,77.231495,204,70,670,530,"1,578",435,274,"1,200","3,487","2,452","1,035","2,013"
25,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,450,150,28.651952,77.231495,100,70,500,250,"1,009",540,170,750,"2,469","1,609",860,"1,549"
30,Pune,Working professional,No,Male,Post graduation,PNQ,iOs,Maharashtra,Western,780,60,18.513271,73.849852,150,70,790,200,"1,500",500,220,990,"3,210","2,440",770,"2,000"
28,Pune,Working professional,No,Female,Graduation,PNQ,Others,Maharashtra,Western,700,55,18.513271,73.849852,150,70,600,180,"1,400",240,220,780,"2,640","2,150",490,"1,640"
27,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,198,9,18.987807,72.836447,100,70,300,180,250,70,170,480,970,650,320,320
24,Delhi,Working professional,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,413,49,28.651952,77.231495,148,70,434,160,768,267,218,594,"1,847","1,350",497,"1,035"
18,Chandigarh,Student,No,Female,High School,IXC,iOs,Chandigarh,Northern,890,78,30.736292,76.788398,150,70,340,140,550,175,220,480,"1,425","1,040",385,725
33,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,489,105,17.384052,78.456355,85,70,60,140,230,120,155,200,705,375,330,350
25,Chandigarh,Working professional,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,484,183,30.736292,76.788398,264,70,484,120,446,132,334,604,"1,516","1,194",322,578
22,Baroda,Student,No,Male,Post graduation,BDQ,Android,Gujarat,Western,188,150,22.3072,73.1812,168,70,260,98,657,200,238,358,"1,453","1,085",368,857
25,Pune,Student,No,Female,Graduation,PNQ,Android,Maharashtra,Western,"1,016",266,18.513271,73.849852,120,70,300,60,200,90,190,360,840,620,220,290
34,Pune,Working professional,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,166,35,18.513271,73.849852,100,70,39,20,130,80,170,59,439,269,170,210
21,Bhubaneshwar,Student,No,Male,Graduation,BBI,Android,Odisha,Eastern,400,20,20.272411,85.833853,15,70,50,10,350,70,85,60,565,415,150,420
53,DehraDun,Working professional,No,Male,Post graduation,DED,iOs,Uttarakhand,Northern,0,0,30.324427,78.033922,270,70,0,0,900,460,340,0,"1,700","1,170",530,"1,360"
59,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,400,70,0,0,150,50,470,0,670,550,120,200
22,Mumbai,Student,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,"1,169",76,18.987807,72.836447,182,69,"1,109",423,798,195,251,"1,532","2,776","2,089",687,993
27,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,193,123,28.651952,77.231495,155,68,966,669,194,55,223,"1,635","2,107","1,315",792,249
22,Delhi,Self Employed,Yes,Female,Graduation,DEL,iOs,Delhi,Northern,"13,112","1,063",28.651952,77.231495,50,68,"1,500",360,780,354,118,"1,860","3,112","2,330",782,"1,134"
26,Lucknow,Working professional,Yes,Female,Graduation,LKO,Android,Uttar Pradesh,Northern,"1,322",587,26.839281,80.923133,144,68,488,198,639,230,212,686,"1,767","1,271",496,869
26,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,523,115,28.651952,77.231495,112,68,623,194,"1,306",647,180,817,"2,950","2,041",909,"1,953"
28,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,226,2,22.562627,88.363044,92,68,213,134,610,193,160,347,"1,310",915,395,803
22,Baroda,Working professional,No,Male,Graduation,BDQ,Android,Gujarat,Western,123,80,22.3072,73.1812,165,68,206,59,677,158,233,265,"1,333","1,048",285,835
24,Udaipur,Student,Yes,Male,Post graduation,UDR,Android,Rajasthan,Northern,916,500,24.57951,73.690508,34,68,14,46,"1,124",197,102,60,"1,483","1,172",311,"1,321"
27,Lucknow,Working professional,No,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,179,3,26.839281,80.923133,141,67,234,43,"1,219",481,208,277,"2,185","1,594",591,"1,700"
27,Lucknow,Working professional,No,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,179,3,26.839281,80.923133,141,67,234,43,"1,219",481,208,277,"2,185","1,594",591,"1,700"
27,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,807,107,18.987807,72.836447,182,66,371,109,870,206,248,480,"1,804","1,423",381,"1,076"
24,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,368,257,13.084622,80.248357,127,66,296,88,745,304,193,384,"1,626","1,168",458,"1,049"
23,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,338,404,28.651952,77.231495,40,66,256,45,500,832,106,301,"1,739",796,943,"1,332"
21,Mumbai,Working professional,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,454,20,18.987807,72.836447,271,66,0,35,749,150,337,35,"1,271","1,020",251,899
20,Nainital,Student,No,Female,Graduation,PGH,Android,Uttarakhand,Northern,230,10,29.3919,79.4542,280,65,340,142,840,190,345,482,"1,857","1,460",397,"1,030"
28,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,653,106,22.562627,88.363044,70,65,90,34,200,250,135,124,709,360,349,450
36,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,165,65,0,0,254,89,230,0,573,419,154,343
28,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,247,40,28.651952,77.231495,216,64,405,205,632,345,280,610,"1,867","1,253",614,977
21,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,65,191,18.987807,72.836447,542,64,654,121,991,145,606,775,"2,517","2,187",330,"1,136"
28,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,68,0,28.651952,77.231495,75,64,65,46,667,256,139,111,"1,173",807,366,923
28,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,273",108,18.987807,72.836447,79,63,643,295,985,174,142,938,"2,239","1,707",532,"1,159"
40,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,550,145,28.651952,77.231495,100,62,700,351,500,359,162,"1,051","2,072","1,300",772,859
25,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,277,102,28.651952,77.231495,62,62,406,208,804,268,124,614,"1,810","1,272",538,"1,072"
22,Bagdogra,Student,No,Male,Graduation,IXB,Android,West Bengal,Eastern,303,10,26.6986,88.3117,229,62,73,17,915,251,291,90,"1,547","1,217",330,"1,166"
46,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,56,12,28.651952,77.231495,220,62,28,12,295,74,282,40,691,543,148,369
30,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,177,75,28.651952,77.231495,405,61,93,53,236,692,466,146,"1,540",734,806,928
24,Chandigarh,Student,Yes,Female,Graduation,IXC,Android,Chandigarh,Northern,600,10,30.736292,76.788398,120,60,"2,100","1,200","4,200","1,200",180,"3,300","8,880","6,420","2,460","5,400"
24,DehraDun,Working professional,No,Male,Graduation,DED,Android,Uttarakhand,Northern,724,11,30.324427,78.033922,120,60,"2,400","1,200","1,680",720,180,"3,600","6,180","4,200","1,980","2,400"
24,Bengaluru,Working professional,No,Female,Post graduation,BLR,Android,Karnataka,Southern,367,194,12.977063,77.587106,100,60,982,"1,100",725,600,160,"2,082","3,567","1,807","1,760","1,325"
24,Bengaluru,Working professional,No,Female,Post graduation,BLR,Android,Karnataka,Southern,367,194,12.977063,77.587106,100,60,982,"1,100",725,600,160,"2,082","3,567","1,807","1,760","1,325"
23,Mumbai,Sabbatical,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,"2,500",150,18.987807,72.836447,60,60,750,950,"1,400",500,120,"1,700","3,720","2,210","1,510","1,900"
24,Pune,Working professional,Yes,Female,Graduation,PNQ,iOs,Maharashtra,Western,"4,531",560,18.513271,73.849852,120,60,"1,670",890,"1,230",340,180,"2,560","4,310","3,020","1,290","1,570"
18,Kolkata,Student,No,Female,High School,CCU,Android,West Bengal,Eastern,302,6,22.562627,88.363044,90,60,630,550,"1,000",600,150,"1,180","2,930","1,720","1,210","1,600"
20,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,600,80,24.57951,73.690508,105,60,"1,260",500,"2,520","1,000",165,"1,760","5,445","3,885","1,560","3,520"
28,Chandigarh,Working professional,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,245,23,30.736292,76.788398,75,60,"2,000",500,"5,040","1,000",135,"2,500","8,675","7,115","1,560","6,040"
25,Amritsar,Student,No,Female,Post graduation,ATQ,Android,Punjab,Northern,790,130,31.622337,74.875335,60,60,"2,100",480,"5,040","1,500",120,"2,580","9,240","7,200","2,040","6,540"
22,Jaipur,Student,No,Male,Graduation,JAI,Android,Rajasthan,Northern,594,41,26.913312,75.787872,100,60,700,400,"2,100",600,160,"1,100","3,960","2,900","1,060","2,700"
22,Ranchi,Student,Yes,Female,Post graduation,IXR,iOs,Jharkhand,Eastern,"1,550",91,23.347768,85.338564,120,60,700,400,"1,200",200,180,"1,100","2,680","2,020",660,"1,400"
24,Allahabad,Working professional,Yes,Female,Post graduation,IXD,Android,Uttar Pradesh,Northern,"1,400",317,25.44478,81.843217,120,60,300,300,600,360,180,600,"1,740","1,020",720,960
21,Jaipur,Student,No,Male,Graduation,JAI,Android,Rajasthan,Northern,461,88,26.913312,75.787872,100,60,960,300,"1,640",360,160,"1,260","3,420","2,700",720,"2,000"
29,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,110,1,18.987807,72.836447,240,60,"1,200",300,"1,000",300,300,"1,500","3,100","2,440",660,"1,300"
52,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,85,4,28.651952,77.231495,100,60,500,300,400,300,160,800,"1,660","1,000",660,700
27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,978,186,28.651952,77.231495,240,60,"1,080",300,"1,200",180,300,"1,380","3,060","2,520",540,"1,380"
25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,365,12,28.651952,77.231495,180,60,360,280,240,240,240,640,"1,360",780,580,480
35,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,300,50,28.651952,77.231495,100,60,400,250,500,300,160,650,"1,610","1,000",610,800
18,Delhi,Sabbatical,No,Male,High School,DEL,Android,Delhi,Northern,101,6,28.651952,77.231495,30,60,900,250,400,100,90,"1,150","1,740","1,330",410,500
22,Mumbai,Student,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,912,139,18.987807,72.836447,319,60,"1,247",249,"2,336",725,379,"1,496","4,936","3,902","1,034","3,061"
22,Guwahati,Student,No,Female,Graduation,GAU,Android,Assam,North-Eastern,493,10,26.176076,91.762932,210,60,840,240,"2,100",480,270,"1,080","3,930","3,150",780,"2,580"
26,Delhi,Student,No,Male,Post graduation,DEL,iOs,Delhi,Northern,98,5,28.651952,77.231495,120,60,480,240,840,420,180,720,"2,160","1,440",720,"1,260"
24,Kolkata,Working professional,No,Male,Post graduation,Ccu,Android,West Bengal,Eastern,500,200,22.562627,88.363044,"2,400",60,"4,500",240,4,180,"2,460","4,740","7,384","6,904",480,184
20,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,180,0,23.025793,72.587265,210,60,420,240,840,120,270,660,"1,890","1,470",420,960
24,Lucknow,Student,No,Male,Post graduation,LKO,Android,Uttar Pradesh,Northern,700,20,26.839281,80.923133,60,60,800,240,600,120,120,"1,040","1,880","1,460",420,720
24,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,700,20,28.651952,77.231495,60,60,800,240,600,120,120,"1,040","1,880","1,460",420,720
26,Bengaluru,Sabbatical,No,Male,Post graduation,BLR,Android,Karnataka,Southern,120,35,12.977063,77.587106,300,60,615,215,720,300,360,830,"2,210","1,635",575,"1,020"
21,Kolkata,Student,No,Female,Post graduation,Ccu,Android,West Bengal,Eastern,600,120,22.562627,88.363044,"1,000",60,"1,600",180,"3,200",240,"1,060","1,780","6,280","5,800",480,"3,440"
23,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,686,149,28.651952,77.231495,60,60,240,180,750,240,120,420,"1,530","1,050",480,990
22,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,5,0,22.717736,75.85859,240,60,325,180,876,166,300,505,"1,847","1,441",406,"1,042"
24,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,386,18,23.025793,72.587265,210,60,423,174,480,100,270,597,"1,447","1,113",334,580
25,Kolkata,Student,Yes,Female,Graduation,CCU,iOs,West Bengal,Eastern,460,33,22.562627,88.363044,450,60,420,160,"1,200",120,510,580,"2,410","2,070",340,"1,320"
22,Jaipur,Working professional,No,Male,Graduation,JAI,Android,Rajasthan,Northern,177,6,26.913312,75.787872,180,60,360,150,"1,800",600,240,510,"3,150","2,340",810,"2,400"
22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,365,254,18.987807,72.836447,30,60,200,120,450,500,90,320,"1,360",680,680,950
30,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,"1,185",113,18.987807,72.836447,210,60,420,120,840,240,270,540,"1,890","1,470",420,"1,080"
22,Hyderabad,Sabbatical,No,Female,Graduation,HYD,Android,Telangana,Southern,198,36,17.384052,78.456355,70,60,200,120,170,90,130,320,710,440,270,260
25,Pune,Working professional,No,Male,Graduation,PNQ,Android,Maharashtra,Western,650,151,18.513271,73.849852,120,60,300,120,120,60,180,420,780,540,240,180
22,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,500,120,28.651952,77.231495,60,60,"2,400",120,"4,500",60,120,"2,520","7,200","6,960",240,"4,560"
24,Vishakhapatnam,Working professional,No,Male,Graduation,VTZ,iOs,Andhra Pradesh,Southern,213,55,17.704052,83.297663,60,60,280,120,180,60,120,400,760,520,240,240
24,Chennai,Student,Yes,Female,Post graduation,MAA,Android,Tamil Nadu,Southern,"1,500",150,13.084622,80.248357,60,60,500,100,"2,900",900,120,600,"4,520","3,460","1,060","3,800"
24,Mumbai,Working professional,Yes,Male,Post graduation,BOM,iOs,Maharashtra,Western,900,70,18.987807,72.836447,400,60,600,100,"1,400",400,460,700,"2,960","2,400",560,"1,800"
47,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,13,1,28.651952,77.231495,360,60,200,100,750,360,420,300,"1,830","1,310",520,"1,110"
24,Ranchi,Working professional,Yes,Female,Graduation,IXR,iOs,Jharkhand,Eastern,540,98,23.347768,85.338564,129,60,320,94,450,129,189,414,"1,182",899,283,579
30,Mumbai,Working professional,Yes,Male,Post graduation,BOM,iOs,Maharashtra,Western,"4,000",258,18.987807,72.836447,80,60,700,80,"6,000",700,140,780,"7,620","6,780",840,"6,700"
22,Ranchi,Student,No,Female,Graduation,IXR,iOs,Jharkhand,Eastern,"1,689",140,23.347768,85.338564,350,60,950,80,"1,200",200,410,"1,030","2,840","2,500",340,"1,400"
22,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,550,15,18.987807,72.836447,210,60,840,60,420,295,270,900,"1,885","1,470",415,715
38,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,115,27,28.651952,77.231495,420,60,420,60,"1,680",480,480,480,"3,120","2,520",600,"2,160"
25,Chandigarh,Working professional,Yes,Female,Post graduation,IXC,iOs,Chandigarh,Northern,"17,564",650,30.736292,76.788398,120,60,360,60,480,240,180,420,"1,320",960,360,720
30,Pune,Working professional,Yes,Male,Post graduation,PNQ,Android,Maharashtra,Western,250,24,18.513271,73.849852,60,60,60,60,"1,200",240,120,120,"1,680","1,320",360,"1,440"
26,Pune,Student,Yes,Male,Post graduation,PNQ,Android,Maharashtra,Western,"1,200",118,18.513271,73.849852,60,60,60,60,200,180,120,120,620,320,300,380
23,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,450,32,22.562627,88.363044,420,60,420,60,840,120,480,480,"1,920","1,680",240,960
13,Kolkata,Student,No,Female,High School,CCU,iOs,West Bengal,Eastern,"1,672",345,22.562627,88.363044,210,60,210,60,"1,200",120,270,270,"1,860","1,620",240,"1,320"
24,Patna,Student,No,Female,Graduation,PAT,Android,Bihar,Eastern,247,355,25.615379,85.101027,0,60,250,60,300,120,60,310,790,550,240,420
36,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,45,1,22.562627,88.363044,450,60,330,60,"5,670",60,510,390,"6,630","6,450",180,"5,730"
58,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,218,16,23.025793,72.587265,120,60,248,49,240,45,180,297,762,608,154,285
26,Kolkata,Student,Yes,Male,Post graduation,CCU,Android,West Bengal,Eastern,"6,000",12,22.562627,88.363044,"1,000",60,100,30,"4,999",999,"1,060",130,"7,188","6,099","1,089","5,998"
48,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,51,5,28.651952,77.231495,60,60,5,15,600,240,120,20,980,665,315,840
26,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,42,52,22.562627,88.363044,30,60,60,15,"1,200",120,90,75,"1,485","1,290",195,"1,320"
38,Mumbai,Working professional,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,302,128,18.987807,72.836447,105,60,30,15,280,100,165,45,590,415,175,380
27,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,0,0,28.651952,77.231495,100,60,0,0,"2,100",900,160,0,"3,160","2,200",960,"3,000"
48,Agra,Working professional,No,Female,Post graduation,AGR,iOs,Uttar Pradesh,Northern,0,0,27.187935,78.003944,35,60,0,0,242,192,95,0,529,277,252,434
45,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,100,60,0,0,500,150,160,0,810,600,210,650
22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,600,60,0,0,600,60,660,0,"1,320","1,200",120,660
25,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,240,20,22.562627,88.363044,420,60,60,0,210,60,480,60,810,690,120,270
23,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,150,60,0,0,100,50,210,0,360,250,110,150
55,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,340,60,0,0,130,30,400,0,560,470,90,160
25,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,"2,490","1,222",18.987807,72.836447,771,59,"1,150",458,443,112,830,"1,608","2,993","2,364",629,555
